stars;forks;commits;branches;pull requests all;pull requests open;pull requests closed;contributors;watchers;issues;topics;license name;;
0;0;26;1;0;0;0;1;0;0;teaching-materials;No License;;
4;7;2;9;0;0;0;1;4;0;training-materials workshop-materials;No License;;
0;0;3;1;0;0;0;1;0;0;workshop-materials;No License;;
1;1;16;1;4;0;4;3;1;0;course-materials;MIT License;;
1;14;81;3;25;1;24;3;1;10;course-materials;Creative Commons Attribution 4.0 International;;
20;11;15;3;8;0;8;2;20;12;educational-resources;MIT License;;
7;2;37;1;5;0;5;1;7;0;training-materials;No License;;
1;0;7;1;0;0;0;1;1;0;presentation-slides;MIT License;;
10;1;15;1;0;0;0;1;10;0;workshop-materials;No License;;
2;0;1;3;0;0;0;1;1;0;presentation-slides;No License;;
0;2;29;4;7;0;7;2;0;1;workshop-materials;No License;;
0;2;48;1;0;0;0;1;0;0;workshop-materials;MIT License;;
5;20;17;4;4;0;4;5;5;0;workshop-materials;No License;;
0;0;1;6;0;0;0;0;0;0;workshop-materials;No License;;
0;37;56;1;1;0;1;1;0;0;educational-resources;MIT License;;
18;18;58;1;14;0;14;11;18;3;workshop-materials;No License;;
28;9;321;3;28;2;26;3;28;48;training-materials;Other;No License description;
0;0;7;1;0;0;0;1;0;0;textbook;No License;;
9;5;35;8;0;0;0;1;9;0;educational-materials;Apache License 2.0;;
2;0;2;1;0;0;0;1;2;0;presentation-materials;No License;;
3;0;36;4;0;0;0;1;3;0;workshop-materials;MIT License;;
4;0;18;1;0;0;0;1;4;0;workshop-materials;MIT License;;
0;0;49;1;0;0;0;1;0;0;training-materials;No License;;
10;0;82;1;0;0;0;1;10;0;training-materials;No License;;
7;8;63;4;5;0;5;2;7;0;workshop-material;No License;;
0;0;30;2;0;0;0;1;0;0;workshop-material;GNU General Public License v3.0;;
2;0;3;1;0;0;0;1;2;0;workshop-materials;GNU General Public License v2.0;;
1;0;3;1;0;0;0;1;1;0;course-materials;No License;;
36;20;67;12;11;0;11;1;36;0;training-materials;Apache License 2.0;;
0;0;4;1;0;0;0;1;0;0;lecture;No License;;
3;1;9;1;0;0;0;1;3;0;presentation-slides;MIT License;;
0;0;86;1;0;0;0;1;0;0;workshop-materials;GNU General Public License v3.0;;
0;0;32;1;0;0;0;1;0;0;workshop-materials;GNU General Public License v3.0;;
0;0;75;1;0;0;0;1;0;0;workshop-materials;GNU General Public License v3.0;;
5;4;20;1;2;0;2;3;5;4;workshop-materials;Apache License 2.0;;
17;12;219;2;0;0;0;4;17;0;workshop-materials;MIT License;;
2;2;291;3;4;0;4;3;2;0;course-materials;No License;;
0;0;12;1;0;0;0;1;0;0;training-materials;No License;;
7;6;2;1;0;0;0;1;7;0;course-materials;No License;;
297;56;38;3;14;1;13;6;297;1;teaching-materials;MIT License;;
0;0;21;1;0;0;0;1;0;0;lecture;GNU General Public License v3.0;;
0;1;372;1;0;0;0;24;0;0;course-material;Other;No License description;
1;0;47;1;0;0;0;1;1;0;teaching-materials;MIT License;;
1;54;15;1;10;5;5;1;1;5;teaching-materials;No License;;
36;59;225;3;3;1;2;1;36;1;mooc;GNU General Public License v3.0;;
0;2;19;2;6;1;5;5;0;2;training-material;GNU General Public License v3.0;;
4;3;16;4;1;0;1;2;4;0;workshop-materials;No License;;
0;0;3;3;2;2;0;1;0;2;workshop-materials;No License;;
0;2;2;2;1;1;0;1;0;2;training-material;GNU General Public License v3.0;;
1;3;18;2;8;1;7;3;1;2;training-material;GNU General Public License v3.0;;
0;0;2;2;0;0;0;1;0;1;training-material;GNU General Public License v3.0;;
2;6;20;2;9;1;8;7;2;3;training-material;GNU General Public License v3.0;;
1;1;4;1;0;0;0;1;1;0;teaching-materials;MIT License;;
0;0;14;1;0;0;0;1;0;0;educational-materials educational-resources teaching-materials;GNU General Public License v3.0;;
0;0;10;1;0;0;0;1;0;0;teaching-materials;No License;;
0;2;392;1;0;0;0;3;0;0;university-course;No License;;
8;4;97;1;4;0;4;1;8;0;training-materials;GNU General Public License v3.0;;
13;17;319;4;103;0;103;13;13;0;course-materials;No License;;
0;0;49;1;0;0;0;1;0;53;teaching-materials;No License;;
0;0;29;1;0;0;0;1;0;5;teaching-materials;No License;;
0;0;7;2;0;0;0;1;0;1;teaching-materials learning-materials;MIT License;;
0;1;2;1;1;1;0;1;0;1;course-materials;No License;;
1;0;28;1;0;0;0;1;1;0;course-materials;MIT License;;
1;0;8;1;0;0;0;1;1;0;lecture;No License;;
6;5;59;1;0;0;0;1;6;0;course-materials;No License;;
3;1;231;1;0;0;0;2;3;0;educational-materials;"BSD 2-Clause ""Simplified"" License";;
1;1;18;1;1;0;1;1;1;0;university-course;GNU General Public License v3.0;;
0;0;41;1;0;0;0;1;0;0;university-course;MIT License;;
0;0;24;1;0;0;0;1;0;0;training-materials;No License;;
2;0;13;1;0;0;0;1;2;0;teaching-material;No License;;
0;0;40;2;2;0;2;1;0;0;cc-by;Creative Commons Attribution 4.0 International;;
0;9;16;2;9;2;7;6;0;4;training-material;GNU General Public License v3.0;;
3;1;9;2;0;0;0;2;3;0;teaching-materials;No License;;
0;0;3;1;0;0;0;1;0;0;lecture-slides;No License;;
1;0;60;3;4;1;3;1;1;7;learning-material;No License;;
4;1;9;1;1;0;1;2;4;1;training-materials;Other;No License description;
5;1;3;1;0;0;0;1;5;0;workshop-materials;No License;;
0;0;14;1;0;0;0;1;0;0;workshop-materials;No License;;
2;1;6;1;0;0;0;1;2;0;educational-materials;No License;;
0;0;3;1;0;0;0;1;0;0;lecture;No License;;
0;0;18;1;0;0;0;1;0;0;lecture;No License;;
13;13;23;1;1;0;1;3;13;0;educational-materials;No License;;
1;0;3;1;0;0;0;1;1;0;teaching-materials;Creative Commons Attribution 4.0 International;;
0;2;43;1;0;0;0;1;0;0;teaching-materials;Creative Commons Attribution 4.0 International;;
0;0;3;1;0;0;0;1;0;0;teaching-materials;Creative Commons Attribution 4.0 International;;
0;0;7;1;0;0;0;1;0;0;presentation-slides;MIT License;;
0;0;2;1;0;0;0;1;0;0;teaching-materials;Creative Commons Attribution 4.0 International;;
24;12;200;1;0;0;0;2;23;2;textbook;No License;;
0;3;22;1;2;0;2;1;0;0;teaching-materials;Creative Commons Attribution 4.0 International;;
13;86;134;16;18;1;17;1;13;13;course-materials;Other;No License description;
1;3;11;1;0;0;0;1;1;0;workshop-materials;No License;;
1;1;94;2;8;0;8;1;1;0;workshop-materials;No License;;
0;0;118;2;0;0;0;2;0;0;course-materials;MIT License;;
1;2;16;1;1;0;1;2;1;1;teaching-materials;No License;;
0;0;25;3;2;2;0;1;0;2;teaching-materials;MIT License;;
3;3;151;2;2;0;2;3;3;1;workshop-materials;MIT License;;
0;3;14;2;6;1;5;4;0;2;training-material;GNU General Public License v3.0;;
1;14;52;2;16;0;16;14;1;6;training-material;GNU General Public License v3.0;;
0;4;11;2;4;1;3;3;0;2;training-material;GNU General Public License v3.0;;
0;0;4;1;0;0;0;2;0;0;teaching-materials;No License;;
35;70;2871;1;329;0;329;57;35;40;teaching-materials;Creative Commons Attribution Share Alike 4.0 International;;
2;3;85;3;2;0;2;2;2;0;teaching-materials;No License;;
12;12;405;1;21;0;21;3;12;0;teaching-materials;Creative Commons Attribution Share Alike 4.0 International;;
3;1;3;1;1;1;0;1;3;1;workshop-materials;No License;;
0;3;31;1;1;1;0;1;0;1;course-materials;No License;;
1;1;5;1;0;0;0;1;1;0;workshop-materials;MIT License;;
1;0;55;1;0;0;0;1;1;0;training-materials;MIT License;;
0;0;11;1;0;0;0;1;0;0;course-materials;No License;;
0;3;48;1;0;0;0;1;0;0;course-materials;No License;;
0;0;30;1;0;0;0;1;0;0;course-materials;No License;;
0;2;97;1;0;0;0;1;0;0;course-materials;No License;;
0;0;92;1;0;0;0;1;0;0;course-materials;No License;;
0;0;42;1;0;0;0;1;0;0;course-materials;No License;;
0;4;2;4;4;0;4;1;0;1;university-course;MIT License;;
0;0;8;1;0;0;0;1;0;0;teaching-materials;No License;;
2;0;13;3;3;0;3;1;2;0;presentation-slides presentation-materials;MIT License;;
0;0;24;1;0;0;0;1;0;0;educational-materials educational-resources;MIT License;;
0;0;4;1;0;0;0;1;0;0;educational-resources;MIT License;;
0;0;20;1;0;0;0;0;0;0;educational-materials;No License;;
44;54;72;1;5;0;5;3;42;0;training-materials;No License;;
0;0;66;1;0;0;0;1;0;0;workshop-materials;GNU General Public License v3.0;;
2;0;106;1;0;0;0;1;2;0;workshop-materials;GNU General Public License v3.0;;
1;0;69;1;0;0;0;1;1;0;workshop-materials;GNU General Public License v3.0;;
0;1;136;1;0;0;0;1;0;0;workshop-materials;No License;;
11;1;31;1;0;0;0;1;11;0;workshop-materials;GNU General Public License v3.0;;
1;0;32;1;0;0;0;1;1;0;workshop-materials;GNU General Public License v3.0;;
0;0;107;1;0;0;0;1;0;0;workshop-materials;GNU General Public License v3.0;;
0;0;26;1;0;0;0;1;0;0;workshop-materials;GNU General Public License v3.0;;
0;0;75;1;0;0;0;1;0;0;workshop-materials;No License;;
0;0;121;1;0;0;0;1;0;0;workshop-materials;GNU General Public License v3.0;;
1;0;17;1;0;0;0;1;1;0;workshop-materials;GNU General Public License v3.0;;
1;0;199;1;0;0;0;1;1;0;workshop-materials;GNU General Public License v3.0;;
1;0;19;1;1;0;1;1;1;0;training-materials;The Unlicense;;
0;1;17;1;1;0;1;2;0;0;lecture-slides;No License;;
0;0;11;1;0;0;0;1;0;0;lecture;No License;;
0;0;3;1;0;0;0;1;0;0;teaching-materials;GNU General Public License v3.0;;
194;1109;46;1;9;1;8;6;194;2;training-materials;No License;;
86;162;374;6;104;0;104;18;86;8;teaching-materials;Apache License 2.0;;
1;0;78;1;0;0;0;1;1;0;university-course;No License;;
0;1;88;1;16;1;15;7;0;1;teaching-materials;No License;;
0;0;34;1;1;0;1;2;0;0;teaching-materials learning-materials;MIT License;;
12;106;4031;7;1028;18;1010;107;12;35;self-learning;MIT License;;
0;0;7;2;0;0;0;1;0;0;university-course;No License;;
3;0;29;3;0;0;0;1;3;0;training-materials;MIT License;;
0;0;36;1;2;0;2;1;0;0;learning-materials;No License;;
0;1;544;1;0;0;0;1;0;6;teaching-materials;Other;No License description;
7;1;151;1;1;0;1;2;7;0;training-materials;Other;No License description;
0;1;34;2;1;0;1;2;0;0;workshop-materials;No License;;
12;4;5;1;0;0;0;1;12;0;training-materials;Apache License 2.0;;
26;2;205;1;0;0;0;2;26;0;training-materials;Apache License 2.0;;
2;0;5;1;0;0;0;1;2;0;training-materials;No License;;
3;1;20;6;0;0;0;1;3;0;workshop-materials;No License;;
1;1;7;1;0;0;0;1;1;0;workshop-materials;No License;;
4;0;26;1;1;0;1;1;4;0;workshop-materials;No License;;
1;0;8;2;1;1;0;1;1;1;presentation-slides;No License;;
0;0;3;3;2;2;0;1;0;2;presentation-slides;No License;;
0;0;12;3;2;2;0;1;0;2;presentation-slides;No License;;
1;7;9;2;5;1;4;5;1;2;training-material;GNU General Public License v3.0;;
10;2;14;3;4;2;2;2;10;2;teaching-materials;MIT License;;
3;0;22;2;2;0;2;1;3;0;presentation-slides;No License;;
1;0;41;1;0;0;0;1;1;0;training-materials teaching-materials;MIT License;;
0;0;1;1;0;0;0;0;0;0;workshop-materials;MIT License;;
1;0;20;1;0;0;0;1;1;0;teaching-materials;GNU General Public License v3.0;;
3;1;35;1;0;0;0;1;3;1;teaching-materials;MIT License;;
16;4;2;1;0;0;0;0;16;0;presentation-slides;No License;;
3;0;17;1;0;0;0;1;3;0;teaching-materials;MIT License;;
79;35;5544;6;89;1;88;70;79;12;cc-by;Creative Commons Attribution 4.0 International;;
7;17;202;1;35;3;32;15;7;30;training-materials;MIT License;;
4;0;24;1;0;0;0;1;4;0;teaching-materials;No License;;
27;25;59;1;0;0;0;1;27;0;teaching-materials;No License;;
1;0;138;1;0;0;0;3;1;0;course-materials;Other;No License description;
9;1;95;2;7;1;6;4;9;9;teaching-materials;No License;;
0;0;9;1;0;0;0;1;0;0;teaching-materials;No License;;
0;0;3;1;0;0;0;1;0;0;teaching-materials;No License;;
0;2;13;1;0;0;0;1;0;0;teaching-materials;MIT License;;
6;1;12;1;0;0;0;0;6;0;teaching-materials;MIT License;;
1546;356;108;1;6;0;6;5;1546;3;teaching-materials;MIT License;;
0;9;3309;1;173;0;173;10;0;2;oer;Creative Commons Attribution Share Alike 4.0 International;;
1;5;19;1;0;0;0;1;1;0;mooc;MIT License;;
0;2;484;1;0;0;0;1;0;24;oer;Other;No License description;
0;0;5;1;0;0;0;2;0;0;teaching-materials;GNU General Public License v3.0;;
1;0;12;1;0;0;0;1;1;0;teaching-materials learning-exercise;MIT License;;
188;180;2593;5;383;3;380;88;188;33;training-materials;Other;No License description;
3;1;16;1;0;0;0;1;3;0;course-materials;No License;;
10;1;66;1;3;0;3;1;10;0;lecture-material lecture;"BSD 3-Clause ""New"" or ""Revised"" License";;
1;0;71;3;3;0;3;1;1;0;lecture;No License;;
4;1;58;4;4;0;4;1;4;0;lecture;No License;;
1;1;85;1;1;0;1;2;1;0;lecture;No License;;
0;1;28;1;8;0;8;2;0;0;lecture-slides;Creative Commons Attribution Share Alike 4.0 International;;
0;1;4;1;0;0;0;1;0;0;lecture;No License;;
0;0;2;1;0;0;0;1;0;0;lecture;No License;;
1091;520;539;2;26;1;25;7;1091;3;lecture;MIT License;;
5;4;410;2;0;0;0;2;5;6;lecture-material;Creative Commons Zero v1.0 Universal;;
36;31;138;6;1;0;1;3;36;7;lecture;No License;;
0;0;13;1;0;0;0;1;0;0;lecture-material lecture-slides;MIT License;;
0;0;73;1;0;0;0;1;0;0;teaching-materials;Creative Commons Attribution Share Alike 4.0 International;;
8;6;158;1;4;0;4;2;8;9;training-materials;Eclipse Public License 1.0; a modern royalty-free patent license grant; and the ability for linked works to use other licenses, including commercial ones.
1;0;26;1;0;0;0;1;1;0;workshop-materials;MIT License;;
2;6;15;2;6;1;5;5;2;3;training-material;GNU General Public License v3.0;;
0;1;14;2;1;0;1;2;0;2;presentation-slides;MIT License;;
0;0;51;1;0;0;0;4;0;0;lecture;MIT License;;
41;38;10;1;0;0;0;1;41;0;study-resources;No License;;
0;0;28;1;0;0;0;1;0;0;training-materials;Apache License 2.0;;
0;0;6;1;0;0;0;2;0;0;educational-materials;No License;;
0;0;4;1;0;0;0;1;0;0;educational-materials;No License;;
1;0;16;1;0;0;0;1;1;0;mooc;MIT License;;
2;2;35;3;3;0;3;2;2;0;lecture;Other;No License description;
14;12;2;1;0;0;0;1;14;0;teaching-materials;GNU General Public License v3.0;;
0;3;6;2;2;0;2;4;0;1;training-material;GNU General Public License v3.0;;
0;2;8;2;4;1;3;4;0;2;training-material;GNU General Public License v3.0;;
0;4;13;2;5;0;5;7;0;1;training-material;GNU General Public License v3.0;;
1;7;29;2;11;1;10;5;0;2;training-material;GNU General Public License v3.0;;
0;3;11;2;5;1;4;4;0;2;training-material;GNU General Public License v3.0;;
0;3;17;2;6;0;6;5;0;1;training-material;GNU General Public License v3.0;;
10;8;163;4;3;2;1;1;10;2;workshop-materials;Other;No License description;
2;0;9;2;2;0;2;1;2;0;presentation-slides;No License;;
0;0;5;1;0;0;0;1;0;0;presentation-slides;No License;;
6;3;68;2;5;0;5;2;6;5;course-materials;Other;No License description;
1;2;50;1;3;0;3;2;1;0;educational-materials;No License;;
14;6;67;1;0;0;0;1;14;2;lecture-material;MIT License;;
0;1;2;1;0;0;0;1;0;0;teaching-materials;No License;;
7;2;20;1;2;0;2;3;7;0;presentation-materials;MIT License;;
5;6;193;1;7;0;7;2;5;0;workshop-materials;No License;;
0;1;5;4;0;0;0;1;0;0;workshop-materials;No License;;
0;0;11;1;0;0;0;1;0;0;teaching-materials;No License;;
0;0;14;1;0;0;0;1;0;0;textbook cc-by;Other;No License description;
0;3;13;2;1;0;1;2;0;1;training-material;GNU General Public License v3.0;;
8;2;12;1;0;0;0;1;8;0;university-course;No License;;
6;2;72;1;0;0;0;2;6;0;course-materials;No License;;
107;98;73;1;5;1;4;1;107;1;course-materials;GNU General Public License v3.0;;
55;175;85;1;7;0;7;1;55;0;course-materials;MIT License;;
0;1;18;1;0;0;0;1;0;0;workshop-materials;No License;;
346;191;899;1;8;0;8;9;346;35;course-materials;No License;;
46;27;110;1;28;0;28;3;46;2;workshop-materials;Apache License 2.0;;
1;6;17;2;2;0;2;1;1;0;workshop-materials;Other;No License description;
3;0;45;1;0;0;0;1;3;0;lecture-material;Other;No License description;
0;0;32;1;0;0;0;1;0;0;course-materials;No License;;
2;1;66;1;0;0;0;2;2;0;course-materials;MIT License;;
1;0;39;1;0;0;0;2;1;0;course-materials;MIT License;;
1;0;63;1;0;0;0;2;1;0;course-materials;MIT License;;
3;5;264;2;1;0;1;3;3;1;lecture-material;MIT License;;
2;17;35;1;0;0;0;1;2;0;mooc;No License;;
0;0;22;1;0;0;0;1;0;0;presentation-materials;No License;;
0;0;8;1;0;0;0;1;0;0;presentation-materials;No License;;
0;0;15;2;1;0;1;2;0;0;workshop-materials;No License;;
0;0;25;1;0;0;0;1;0;0;lecture-material;No License;;
4;2;35;1;0;0;0;1;4;0;workshop-materials;Creative Commons Attribution Share Alike 4.0 International;;
2;0;21;1;0;0;0;1;2;0;course-materials;Apache License 2.0;;
1;0;5;2;0;0;0;1;1;0;presentation-slides;No License;;
2;0;15;1;0;0;0;1;2;1;oer;MIT License;;
406;181;190;11;1;0;1;0;406;39;mooc;Other;No License description;
2;3;12;3;2;0;2;1;2;7;training-materials;Apache License 2.0;;
3;2;19;2;3;0;3;4;3;0;training-materials;Other;No License description;
0;0;58;1;0;0;0;1;0;2;workshop-materials;No License;;
0;0;10;1;0;0;0;1;0;0;teaching-materials oer;No License;;
22;4;3;1;0;0;0;2;22;0;teaching-materials;MIT License;;
0;0;5;1;0;0;0;1;0;0;teaching-materials presentation-slides;No License;;
0;1;13;1;0;0;0;1;0;0;educational-materials;No License;;
2;1;16;1;0;0;0;1;2;0;lecture;No License;;
0;0;3;1;0;0;0;0;0;0;training-materials;No License;;
0;0;9;15;14;14;0;0;0;14;teaching-materials;No License;;
0;0;3;1;0;0;0;0;0;0;training-materials;No License;;
1;3;12;1;0;0;0;1;1;0;lecture-slides;No License;;
0;0;22;1;0;0;0;1;0;0;course-material;Apache License 2.0;;
57;99;973;4;60;0;60;28;57;0;university-course;Other;No License description;
14;37;255;2;73;0;73;36;14;0;university-course;No License;;
0;0;9;1;0;0;0;1;0;0;university-course;No License;;
3;5;181;2;4;0;4;1;3;0;teaching-materials;MIT License;;
1;0;5;43;0;0;0;1;1;0;university-course;Other;No License description;
1;0;3;43;1;0;1;1;1;0;university-course;Other;No License description;
13;62;282;34;313;1;312;47;13;1;course-materials;Other;No License description;
7;43;274;34;283;0;283;42;7;3;course-materials;Other;No License description;
11;50;244;26;224;0;224;49;11;3;course-materials;Other;No License description;
47;6;36;1;6;0;6;4;47;0;textbook;Creative Commons Attribution Share Alike 4.0 International;;
1;1;10;1;4;0;4;1;1;0;workshop-material;GNU General Public License v3.0;;
0;2;15;2;6;1;5;4;0;2;training-material;GNU General Public License v3.0;;
10;4;7;1;4;0;4;2;10;0;workshop-materials;No License;;
11;4;17;1;0;0;0;1;11;0;moocs;No License;;
0;35;8;1;0;0;0;1;0;0;training-materials;No License;;
0;35;22;3;2;2;0;1;0;2;training-materials;No License;;
0;14;2;3;0;0;0;1;0;0;training-materials;No License;;
0;35;35;2;1;1;0;2;0;1;training-materials;No License;;
0;0;6;1;0;0;0;1;0;0;educational-materials;MIT License;;
0;2;55;1;0;0;0;1;0;0;training-materials;Apache License 2.0;;
6;0;63;2;13;0;13;2;6;3;workshop-materials;MIT License;;
53;14;33;1;3;0;3;5;53;1;training-materials;No License;;
4;0;56;2;4;0;4;1;4;0;oer;No License;;
0;0;2;1;0;0;0;1;0;0;course-materials;MIT License;;
2;2;100;1;0;0;0;1;2;0;workshop-materials;Creative Commons Attribution Share Alike 4.0 International;;
2;1;42;1;1;0;1;2;2;0;presentation-slides;MIT License;;
6;6;8;4;0;0;0;1;6;0;workshop-materials;No License;;
1;1;156;1;0;0;0;1;1;0;training-materials;No License;;
5;1;319;3;2;2;0;1;5;2;self-learning;No License;;
81;17;239;4;47;0;47;7;81;25;workshop-materials;Creative Commons Attribution Share Alike 4.0 International;;
0;0;27;1;0;0;0;1;0;0;workshop-materials;GNU General Public License v3.0;;
14;12;12;6;2;2;0;1;14;2;course-materials;MIT License;;
2;6;24;2;10;1;9;6;2;2;training-material;GNU General Public License v3.0;;
1;0;6;1;1;0;1;2;1;0;presentation-slides;MIT License;;
0;0;2;1;0;0;0;1;0;0;educational-resources learning-exercise;MIT License;;
1;1;24;1;1;0;1;4;1;0;mooc;No License;;
3;0;48;1;0;0;0;1;3;0;lecture;MIT License;;
0;1;71;4;7;0;7;2;0;24;learning-material;No License;;
1;1;55;2;5;0;5;2;1;0;university-coursework;The Unlicense;;
8;33;52;1;1;0;1;1;8;0;teaching-materials;MIT License;;
1;0;1;1;0;0;0;1;1;0;course-materials;No License;;
0;0;7;1;0;0;0;1;0;0;teaching-materials;Apache License 2.0;;
0;0;4;1;0;0;0;1;0;0;moocs;No License;;
0;0;4;1;0;0;0;1;0;0;moocs;No License;;
0;0;6;1;0;0;0;1;0;0;moocs;No License;;
0;0;6;1;0;0;0;1;0;0;moocs;No License;;
264;54;273;2;39;0;39;17;264;1;workshop-materials;Apache License 2.0;;
12;10;40;1;1;0;1;1;12;2;textbook cc-by;Other;No License description;
1;116;1013;1;224;0;224;9;1;0;teaching-materials textbook;Other;No License description;
7;1;9;1;0;0;0;1;7;0;workshop-materials;MIT License;;
2;0;9;1;0;0;0;1;2;0;workshop-materials;MIT License;;
4;1;51;1;1;0;1;1;4;0;university-course;No License;;
2;0;26;1;2;0;2;1;2;1;oer;MIT License;;
0;0;18;1;0;0;0;1;0;0;presentation-materials;Creative Commons Attribution Share Alike 4.0 International;;
4;14;49;1;12;1;11;11;4;9;self-learning;MIT License;;
2;0;43;1;0;0;0;1;2;0;training-materials;The Unlicense;;
41;9;13;1;0;0;0;1;41;0;teaching-materials;No License;;
0;1;12;1;0;0;0;1;0;0;course-materials;Other;No License description;
5;0;104;1;0;0;0;1;5;1;course-materials;Other;No License description;
0;3;4;2;2;1;1;2;0;2;training-material;GNU General Public License v3.0;;
0;1;2;2;0;0;0;1;0;1;training-material;GNU General Public License v3.0;;
0;1;3;2;0;0;0;2;0;1;training-material;GNU General Public License v3.0;;
0;0;55;1;0;0;0;1;0;0;educational-materials;MIT License;;
0;2;86;3;0;0;0;1;0;0;course-materials;GNU General Public License v3.0;;
0;1;28;1;0;0;0;1;0;0;textbook cc-by;Other;No License description;
0;0;2;1;0;0;0;1;0;0;presentation-slides;The Unlicense;;
0;0;2394;2;1;1;0;251;0;1;presentation-slides;MIT License;;
3;0;67;1;1;0;1;2;3;0;presentation-slides;MIT License;;
4;2;103;1;2;0;2;3;4;1;presentation-materials;Apache License 2.0;;
252;27;40;1;1;0;1;2;252;0;presentation-materials presentation-slides;No License;;
0;0;12;1;0;0;0;1;0;0;presentation-slides presentation-materials;The Unlicense;;
0;3;70;1;0;0;0;1;0;0;presentation-materials;No License;;
0;0;2;1;0;0;0;1;0;0;educational-materials teaching-materials;Other;No License description;
0;0;7;1;0;0;0;1;0;0;workshop-materials;No License;;
0;0;17;2;0;0;0;1;0;1;cc-by;Other;No License description;
11;1;376;1;0;0;0;1;11;0;course-materials;MIT License;;
1;0;48;1;0;0;0;1;1;0;lecture;No License;;
3;0;33;1;0;0;0;1;3;0;workshop-materials;Other;No License description;
0;14;79;1;16;0;16;14;0;0;course-materials;MIT License;;
16;9;32;1;0;0;0;2;16;2;oer;Creative Commons Attribution Share Alike 4.0 International;;
1;0;20;1;0;0;0;1;1;0;textbook cc-by;Other;No License description;
0;0;70;1;0;0;0;1;0;0;teaching-materials presentation-materials;GNU General Public License v3.0;;
962;868;1358;7;176;1;175;49;962;49;course-materials oer mooc;No License;;
0;0;6;1;0;0;0;1;0;0;training-materials;No License;;
355;69;43;5;10;3;7;2;355;4;mooc;Other;No License description;
5;3;31;1;0;0;0;2;5;0;training-materials;No License;;
1;0;13;2;1;0;1;1;1;0;workshop-materials;MIT License;;
12;13;860;1;4;0;4;3;12;2;teaching-materials;Other;No License description;
5;2;5;1;0;0;0;1;5;0;presentation-materials presentation-slides;MIT License;;
0;1;45;3;0;0;0;1;0;0;educational-materials;No License;;
24;39;183;2;3;0;3;11;24;7;training-materials;The Unlicense;;
13;15;185;1;2;0;2;10;12;11;training-materials;The Unlicense;;
1;1;56;1;1;0;1;0;1;0;course-materials;MIT License;;
9;4;267;2;10;0;10;6;9;6;course-materials;Other;No License description;
23;10;123;1;0;0;0;1;23;0;teaching-materials;Other;No License description;
4;12;15;1;1;0;1;1;4;0;teaching-materials;Creative Commons Attribution 4.0 International;;
5;3;139;2;40;2;38;4;5;12;teaching-materials;Apache License 2.0;;
2;1;50;1;1;1;0;1;2;1;educational-materials training-material;Apache License 2.0;;
11;9;55;4;5;2;3;3;11;7;training-materials workshop-materials;Other;No License description;
0;0;8;1;0;0;0;1;0;0;workshop-materials;No License;;
0;12;50;1;0;0;0;6;0;0;workshop-materials;No License;;
2;29;2604;3;105;1;104;20;2;6;training-materials;No License;;
2;1;55;1;0;0;0;4;2;0;teaching-materials;No License;;
3;1;95;1;2;0;2;2;3;0;teaching-materials;Other;No License description;
1;1;12;1;0;0;0;1;1;0;teaching-materials;MIT License;;
2;1;26;1;0;0;0;1;2;0;teaching-materials;MIT License;;
1;1;30;1;0;0;0;1;1;0;teaching-materials;MIT License;;
0;0;100;1;0;0;0;1;0;0;educational-materials;MIT License;;
0;0;37;1;1;0;1;2;0;0;teaching-materials;MIT License;;
1;1;17;1;0;0;0;1;1;0;training-materials;No License;;
2;0;27;1;0;0;0;1;2;0;workshop-materials;No License;;
0;0;9;1;0;0;0;1;0;0;workshop-materials;No License;;
12;7;409;1;1;0;1;2;12;0;textbook;Other;No License description;
0;0;2;1;0;0;0;1;0;0;lecture lecture-material lecture-slides;MIT License;;
12;2;3;1;0;0;0;1;12;0;teaching-materials;MIT License;;
10;13;190;2;44;1;43;8;10;45;university-course;MIT License;;
16;24;1015;2;249;0;249;10;16;8;teaching-materials;Other;No License description;
0;0;5;2;0;0;0;1;0;0;oer open-educational-resources;GNU General Public License v3.0;;
0;0;4;3;2;2;0;1;0;2;teaching-materials;MIT License;;
0;0;42;8;37;2;35;2;0;2;training-materials;MIT License;;
0;0;13;4;3;3;0;1;0;3;training-materials;MIT License;;
4;19;148;6;6;3;3;1;4;3;training-materials;GNU General Public License v3.0;;
0;0;2;1;0;0;0;1;0;0;lecture;No License;;
1;0;12;1;0;0;0;1;1;1;presentation-slides;No License;;
0;6;19;2;7;1;6;5;0;2;training-material;GNU General Public License v3.0;;
0;0;5;11;0;0;0;1;0;0;textbook;No License;;
0;0;15;1;0;0;0;1;0;0;workshop-materials;No License;;
21;16;50;1;2;0;2;6;21;0;teaching-materials;GNU Affero General Public License v3.0;;
4;4;107;1;4;1;3;4;4;2;workshop-materials;No License;;
12;20;2020;2;119;0;119;16;12;8;teaching-materials oer open-educational-resources;No License;;
0;0;26;1;1;0;1;1;0;0;educational-materials;MIT License;;
2;2;31;2;1;1;0;1;2;1;training-materials;No License;;
26;19;34;1;4;0;4;3;26;2;workshop-materials;Creative Commons Zero v1.0 Universal;;
1;0;4;1;0;0;0;1;1;0;course-materials;No License;;
1024;271;139;1;2;0;2;3;1024;1;self-learning moocs;The Unlicense;;
1;0;3;1;0;0;0;1;1;0;workshop-materials;Other;No License description;
1;0;10;1;0;0;0;1;1;0;workshop-materials;No License;;
0;1;6;2;1;0;1;2;0;1;training-material;GNU General Public License v3.0;;
