stars;forks;commits;branches;pull requests all;pull requests open;pull requests closed;contributors;watchers;issues;topics;license name;;
1;0;46;1;0;0;0;2;1;0;workshop-materials;No License;;
0;1;19;1;0;0;0;1;0;0;learning-materials;No License;;
10;2;89;1;0;0;0;1;10;0;cc-by-sa;Other;No License description;
8;5;130;2;3;0;3;2;8;0;workshop-materials;GNU General Public License v3.0;;
5;25;424;1;10;0;10;1;5;0;course-materials;No License;;
9;2;79;1;1;0;1;1;9;0;course-materials;Other;No License description;
0;0;6;1;0;0;0;1;0;0;course-materials;No License;;
12;0;73;4;3;0;3;3;12;0;textbook;No License;;
2;0;53;1;1;0;1;1;2;0;training-materials presentation-slides presentation-materials;No License;;
76;31;348;1;0;0;0;1;76;1;online-learning;No License;;
4;4;14;1;0;0;0;1;4;0;mooc;No License;;
34;6;142;1;0;0;0;1;34;0;workshop-materials;No License;;
3;0;4;1;0;0;0;1;3;0;workshop-materials;No License;;
3;8;327;4;7;0;7;10;3;12;educational-materials;No License;;
0;0;145;1;0;0;0;0;0;0;university-course;MIT License;;
0;0;177;3;0;0;0;1;0;0;university-coursework;No License;;
0;1;143;1;1;0;1;4;0;0;university-course;No License;;
0;1;65;3;8;0;8;2;0;1;training-materials;MIT License;;
1;7;22;1;2;0;2;3;1;0;oer;No License;;
105;58;73;1;0;0;0;1;105;4;presentation-materials;GNU General Public License v3.0;;
66;35;503;9;62;2;60;8;66;16;textbook;Other;No License description;
100;12;293;8;11;0;11;7;100;2;educational-resources;Creative Commons Attribution 4.0 International;;
15;6;6;1;0;0;0;1;15;0;lecture;No License;;
39;10;18;1;1;0;1;2;39;0;course-materials;Creative Commons Attribution 4.0 International;;
15;9;51;1;0;0;0;1;15;0;training-materials;Other;No License description;
1;0;11;1;0;0;0;1;1;0;training-materials educational-materials;GNU General Public License v3.0;;
0;0;96;9;7;1;6;1;0;1;educational-resources;No License;;
2;0;19;1;0;0;0;1;2;0;self-learning;No License;;
3;3;25;1;1;0;1;2;3;0;lecture;No License;;
15;8;21;1;0;0;0;3;15;0;workshop-materials;MIT License;;
3;2;7;1;0;0;0;1;3;0;workshop-materials;MIT License;;
0;2;26;1;0;0;0;1;0;0;training-materials;No License;;
0;0;3;1;0;0;0;2;0;0;educational-materials;"BSD 2-Clause ""Simplified"" License";;
0;0;5;1;0;0;0;1;0;0;teaching-materials;MIT License;;
88;85;266;1;8;1;7;2;88;1;lecture-material course-material;No License;;
2;1;36;1;1;0;1;2;2;1;oer teaching-materials;Other;No License description;
5;0;18;1;0;0;0;1;5;0;workshop-materials;No License;;
1;2;9;1;0;0;0;1;1;0;mooc moocs;No License;;
0;0;3;1;0;0;0;1;0;0;mooc moocs;No License;;
2;3;2;1;0;0;0;1;2;0;mooc moocs;No License;;
54;3;6;1;2;0;2;2;54;0;educational-materials;No License;;
6;6;154;1;0;0;0;1;6;0;course-material;No License;;
0;0;4;1;0;0;0;1;0;0;presentation-materials;MIT License;;
0;0;8;1;0;0;0;1;0;0;lecture university-course;No License;;
4;2;101;1;1;0;1;2;4;0;teaching-materials;MIT License;;
0;0;15;1;0;0;0;1;0;0;university-course;No License;;
387;136;10;1;1;0;1;1;387;0;course-material;Other;No License description;
1;0;41;1;0;0;0;0;1;0;teaching-materials;No License;;
6;3;12;1;0;0;0;1;6;0;teaching-materials;No License;;
15;2;74;1;0;0;0;1;15;0;training-materials;MIT License;;
0;1;189;4;0;0;0;1;0;0;lecture teaching-materials;MIT License;;
5;1;135;2;0;0;0;1;5;0;teaching-materials;MIT License;;
9;4;409;4;46;0;46;3;9;14;teaching-materials;No License;;
5;2;174;2;6;1;5;2;5;1;teaching-materials;No License;;
0;0;77;1;0;0;0;1;0;0;teaching-materials;No License;;
25;28;489;1;37;1;36;14;25;1;course-materials;No License;;
36;34;141;2;12;0;12;2;36;3;course-materials open-educational-resources;GNU General Public License v2.0;;
1;2;47;1;0;0;0;2;1;0;teaching-materials;No License;;
152;73;1819;2;2;0;2;15;152;0;teaching-materials;No License;;
1;0;8;1;0;0;0;1;1;0;workshop-materials;Other;No License description;
0;0;9;1;0;0;0;1;0;0;educational-materials;No License;;
0;0;18;1;0;0;0;1;0;0;lecture;MIT License;;
697;128;99;1;20;0;20;19;697;0;training-materials;No License;;
16;20;291;1;36;1;35;18;16;6;teaching-materials;No License;;
1;0;250;2;0;0;0;9;1;0;textbook;No License;;
23;3;46;1;0;0;0;1;23;19;training-materials;No License;;
116;72;279;2;4;0;4;6;116;0;training-materials;Apache License 2.0;;
1;1;4;1;0;0;0;2;1;0;training-materials;MIT License;;
0;0;4;4;0;0;0;1;0;0;training-materials;Apache License 2.0;;
29;60;70;2;15;0;15;3;29;0;training-materials;No License;;
1;0;17;1;0;0;0;1;1;0;training-materials;MIT License;;
0;0;65;2;0;0;0;1;0;20;training-materials;MIT License;;
10;5;26;1;3;2;1;1;10;3;course-materials;Other;No License description;
0;0;36;1;0;0;0;1;0;0;course-materials;No License;;
0;0;8;1;0;0;0;1;0;0;course-materials;No License;;
5;2;224;1;0;0;0;1;5;0;workshop-materials;No License;;
1;0;83;1;0;0;0;1;1;0;course-materials teaching-materials;MIT License;;
1;0;90;2;6;0;6;1;1;0;course-materials teaching-materials;MIT License;;
1;0;118;2;6;0;6;1;1;2;course-materials teaching-materials;MIT License;;
0;0;17;1;0;0;0;1;0;0;educational-materials;Other;No License description;
0;0;2;1;0;0;0;1;0;0;university-course;MIT License;;
15;17;680;5;0;0;0;3;15;0;university-course;Other;No License description;
10;4;10;1;0;0;0;1;10;0;training-material;No License;;
0;0;105;1;0;0;0;7;0;0;lecture;Apache License 2.0;;
3;0;27;4;5;0;5;2;3;0;university-course;No License;;
0;1;162;1;2;0;2;2;0;1;university-course;Other;No License description;
1;0;123;1;0;0;0;1;1;1;university-course;MIT License;;
31;61;14;1;7;3;4;3;31;3;mooc moocs;No License;;
5;2;7;1;0;0;0;1;5;0;mooc moocs;No License;;
5;2;8;1;0;0;0;1;5;0;mooc moocs;No License;;
0;1;5;1;0;0;0;1;0;0;mooc moocs;No License;;
10;7;172;3;0;0;0;1;10;0;teaching-materials;GNU Lesser General Public License v3.0;;
18;49;167;3;43;6;37;11;18;6;teaching-materials;GNU General Public License v3.0;;
1;0;11;1;0;0;0;1;1;0;workshop-materials presentation-slides;MIT License;;
1;2;27;1;1;0;1;2;1;0;lecture;MIT License;;
19;8;42;1;0;0;0;1;19;0;workshop-materials;GNU General Public License v3.0;;
4;4;7;1;0;0;0;1;4;1;educational-materials;MIT License;;
0;0;9;1;0;0;0;1;0;0;educational-materials;No License;;
5;3;22;1;0;0;0;2;5;0;learning-materials;No License;;
82;173;958;9;112;9;103;19;82;68;lecture-slides;No License;;
6;6;58;1;4;0;4;5;6;2;course-materials;No License;;
1;2;31;1;0;0;0;1;1;0;lecture;No License;;
0;0;53;1;0;0;0;1;0;0;teaching-materials;Other;No License description;
2;1;4;1;0;0;0;1;2;0;workshop-materials;GNU General Public License v3.0;;
2;1;38;1;0;0;0;2;2;0;workshop-materials;No License;;
1;1;4;1;0;0;0;1;1;0;workshop-materials;MIT License;;
2;0;10;1;0;0;0;1;2;0;course-materials;No License;;
2;2;12;1;1;0;1;2;2;0;lecture;MIT License;;
122995;24672;1757;4;808;37;771;173;40000;111;training-materials;Other;No License description;
0;0;45;2;0;0;0;1;0;0;teaching-materials;GNU Affero General Public License v3.0;;
31;88;91;4;73;0;73;55;31;5;self-learning learning-exercise;MIT License;;
0;1;42;3;0;0;0;1;0;0;presentation-slides;No License;;
1;1;47;5;5;0;5;1;1;0;course-materials;GNU General Public License v3.0;;
0;0;9;1;0;0;0;1;0;0;cc-by;Creative Commons Attribution 4.0 International;;
11;13;349;2;52;1;51;11;11;10;training-materials workshop-materials;Other;No License description;
17;6;27;1;0;0;0;1;17;0;teaching-materials;Creative Commons Zero v1.0 Universal;;
40;5;36;1;1;0;1;1;40;0;course-materials;GNU General Public License v3.0;;
14;14;121;1;3;0;3;3;14;0;teaching-materials;No License;;
0;0;18;1;0;0;0;1;0;0;course-materials;No License;;
5;3;69;2;1;0;1;2;5;0;course-materials;No License;;
4;3;66;1;3;0;3;5;4;0;training-materials;No License;;
1;0;7;1;0;0;0;1;1;0;educational-resources;No License;;
0;0;3;1;0;0;0;1;0;0;teaching-materials;No License;;
2;0;12;1;0;0;0;1;2;0;textbook cc-by;Other;No License description;
5;1;27;1;0;0;0;1;5;0;textbook cc-by;Other;No License description;
10;3;251;5;2;0;2;8;10;0;course-materials;No License;;
0;2;72;1;1;0;1;3;0;8;course-materials;Other;No License description;
0;0;18;1;0;0;0;1;0;0;university-course;No License;;
3;0;9;1;0;0;0;1;3;0;teaching-materials;No License;;
1;0;39;1;0;0;0;1;1;2;mooc;No License;;
39;108;328;1;150;5;145;81;39;8;self-learning;MIT License;;
0;0;13;1;0;0;0;1;0;0;presentation-materials presentation-slides;No License;;
5;5;52;1;10;0;10;4;5;1;workshop-materials;Other;No License description;
0;0;29;1;0;0;0;0;0;0;university-course;No License;;
14;14;219;2;10;3;7;14;14;5;training-materials;Other;No License description;
4;7;75;1;0;0;0;1;4;5;textbook cc-by;Other;No License description;
0;6;38;2;12;1;11;5;0;3;training-materials;GNU General Public License v3.0;;
62;26;16;1;0;0;0;1;62;1;training-materials;No License;;
0;1;8;6;0;0;0;1;0;0;training-materials;MIT License;;
0;0;6;2;0;0;0;1;0;0;training-materials;Other;No License description;
1;0;8;1;0;0;0;0;1;0;training-materials;No License;;
4;4;110;1;7;0;7;4;4;0;workshop-materials;No License;;
1;1;47;1;1;0;1;2;1;0;workshop-materials;No License;;
1;0;28;1;0;0;0;1;1;0;training-materials;Other;No License description;
1;4;29;1;1;0;1;1;1;0;teaching-materials lecture;MIT License;;
9;5;27;1;1;0;1;2;9;0;workshop-materials;Apache License 2.0;;
7;2;50;1;0;0;0;2;7;0;learning-materials;No License;;
4;2;88;1;6;0;6;3;4;0;training-materials workshop-materials;GNU Affero General Public License v3.0;;
2;0;27;1;0;0;0;1;2;0;presentation-slides;No License;;
0;0;115;1;0;0;0;1;0;0;university-course;MIT License;;
3;0;153;5;4;0;4;1;3;26;learning-materials;No License;;
25;6;2;1;0;0;0;1;25;1;training-materials;"BSD 3-Clause ""New"" or ""Revised"" License";;
768;161;2162;4;211;2;209;65;768;33;educational-resources;Other;No License description;
82;35;207;2;7;0;7;5;82;14;workshop-materials;Creative Commons Attribution Share Alike 4.0 International;;
14;6;37;1;0;0;0;1;14;0;workshop-materials;Creative Commons Attribution Share Alike 4.0 International;;
27;31;23;1;2;0;2;3;27;0;workshop-materials;MIT License;;
1;2;86;2;1;1;0;1;1;1;university-course;No License;;
4;6;21;1;0;0;0;1;4;1;textbook cc-by;Other;No License description;
0;0;2;1;0;0;0;1;0;0;presentation-materials;GNU General Public License v3.0;;
1;0;113;2;5;1;4;1;1;17;lecture;No License;;
1854;254;143;1;57;2;55;36;1854;7;mooc;MIT License;;
1038;78;58;1;19;2;17;13;1038;5;workshop-materials;No License;;
199;89;178;8;118;1;117;39;199;20;learning-materials;"BSD 2-Clause ""Simplified"" License";;
1;3;16;1;0;0;0;1;1;0;course-materials;MIT License;;
601;76;45;1;12;0;12;6;601;1;mooc;No License;;
4;1;11;1;0;0;0;1;4;0;teaching-materials;MIT License;;
9;2;17;1;0;0;0;1;9;0;course-material;Other;No License description;
55;37;229;1;0;0;0;3;55;0;training-materials;No License;;
291;54;176;2;57;0;57;21;291;3;self-learning;MIT License;;
1;7;29;2;11;1;10;8;1;3;training-materials;GNU General Public License v3.0;;
21;13;31;1;0;0;0;1;21;0;course-material;Other;No License description;
2;1;9;1;1;0;1;2;2;0;teaching-material;MIT License;;
0;0;5;1;0;0;0;1;0;0;university-coursework;No License;;
1;0;5;1;0;0;0;1;1;0;training-material;No License;;
3;0;26;2;2;1;1;3;3;1;training-material;No License;;
0;0;15;1;0;0;0;1;0;0;teaching-materials;No License;;
0;5;15;2;7;1;6;8;0;4;training-materials;GNU General Public License v3.0;;
4;22;14;1;1;0;1;1;4;1;teaching-materials;No License;;
1;2;23;1;0;0;0;1;1;0;teaching-materials;GNU General Public License v3.0;;
2;0;23;1;0;0;0;2;2;0;lecture;No License;;
0;0;12;1;0;0;0;1;0;0;teaching-materials;No License;;
1;5;38;1;0;0;0;1;1;1;textbook cc-by;Other;No License description;
0;2;37;1;0;0;0;1;0;0;textbook cc-by;Other;No License description;
0;0;2;1;0;0;0;1;0;0;lecture;No License;;
1;0;838;1;0;0;0;1;1;0;workshop-materials training-materials;No License;;
2;1;4;1;1;1;0;1;2;1;workshop-materials;GNU General Public License v3.0;;
0;1;2;1;0;0;0;1;0;0;presentation-slides;No License;;
0;0;7;1;0;0;0;1;0;0;teaching-materials oer;Other;No License description;
1;0;3;1;0;0;0;1;1;0;teaching-materials;No License;;
13;7;21;2;2;0;2;2;13;10;cc-by;Creative Commons Attribution 4.0 International;;
56;31;6;1;0;0;0;1;56;0;online-learning;MIT License;;
0;0;17;1;0;0;0;1;0;1;educational-resources;No License;;
12;1;24;1;0;0;0;1;12;0;training-materials;No License;;
1;0;60;3;8;0;8;2;1;0;workshop-materials;No License;;
1;4;12;2;5;0;5;5;1;1;training-materials;GNU General Public License v3.0;;
6;4;18;1;0;0;0;1;6;0;teaching-materials;Creative Commons Attribution 4.0 International;;
1;0;62;1;0;0;0;1;1;0;teaching-resources teaching-materials;No License;;
3;3;86;3;2;1;1;1;3;1;course-material;MIT License;;
0;0;8;1;0;0;0;1;0;4;workshop-materials;No License;;
28;21;172;2;9;2;7;2;28;5;teaching-materials course-materials learning-materials;Other;No License description;
34;293;2092;16;349;41;308;181;34;120;university-course;No License;;
0;0;65;1;0;0;0;1;0;0;presentation-slides;"BSD 3-Clause ""New"" or ""Revised"" License";;
8;5;21;1;0;0;0;1;8;0;textbook;Other;No License description;
0;1;34;1;0;0;0;1;0;0;lecture;No License;;
1;0;9;2;2;1;1;1;1;1;teaching-materials;MIT License;;
0;3;17;3;4;0;4;4;0;1;training-materials;GNU General Public License v3.0;;
0;0;29;1;0;0;0;1;0;0;lecture;No License;;
3;0;85;1;0;0;0;1;3;0;course-materials;No License;;
1;0;70;2;31;0;31;1;1;1;course-materials;Creative Commons Attribution Share Alike 4.0 International;;
1;1;9;1;0;0;0;1;1;0;course-materials;Creative Commons Attribution Share Alike 4.0 International;;
0;0;4;1;0;0;0;0;0;0;presentation-slides;MIT License;;
1;0;16;1;0;0;0;1;1;0;teaching-materials;No License;;
0;0;2;1;0;0;0;1;0;0;educational-materials;No License;;
5;1;19;1;0;0;0;1;5;0;educational-materials;Other;No License description;
0;0;31;1;0;0;0;1;0;0;workshop-materials;No License;;
1;0;27;1;0;0;0;1;1;0;textbook cc-by;Other;No License description;
0;2;4;2;2;1;1;2;0;2;training-material;GNU General Public License v3.0;;
0;2;4;2;2;1;1;2;0;2;training-material;GNU General Public License v3.0;;
2;6;43;13;17;1;16;7;2;3;training-material;GNU General Public License v3.0;;
2;9;36;2;14;2;12;7;2;13;training-material;GNU General Public License v3.0;;
2;6;22;2;9;0;9;8;2;1;training-material;GNU General Public License v3.0;;
0;1;6;1;0;0;0;1;0;0;educational-resources;No License;;
67;32;102;2;13;0;13;3;67;0;course-materials;MIT License;;
4;3;9;1;0;0;0;2;4;0;open-educational-resources;MIT License;;
27;30;129;3;5;0;5;3;27;0;training-materials workshop-material;Other;No License description;
0;0;11;1;0;0;0;1;0;0;workshop-materials;MIT License;;
0;3;7;2;3;1;2;3;0;2;training-material;GNU General Public License v3.0;;
294;147;9;1;3;2;1;2;294;2;training-materials;No License;;
12;9;245;1;0;0;0;1;12;0;course-materials;No License;;
3;2;45;2;0;0;0;1;3;0;course-materials;No License;;
1;3;28;1;0;0;0;1;1;0;course-materials;No License;;
9;16;168;1;2;0;2;1;9;0;course-materials;No License;;
2;4;57;2;0;0;0;1;2;0;course-materials;No License;;
1;3;25;1;0;0;0;1;1;0;course-materials;No License;;
5;4;96;1;0;0;0;2;5;0;course-materials;No License;;
0;3;32;1;0;0;0;1;0;0;course-materials;No License;;
2;0;13;1;0;0;0;1;2;1;oer;MIT License;;
1;0;41;1;0;0;0;1;1;0;university-course;No License;;
0;0;86;1;0;0;0;1;0;0;lecture-material;Creative Commons Zero v1.0 Universal;;
1;1;21;1;0;0;0;1;1;0;textbook;No License;;
22;5;8;1;1;0;1;2;22;3;course-materials;MIT License;;
50;12;50;2;0;0;0;2;50;1;open-educational-resources;Other;No License description;
32;18;121;1;0;0;0;1;32;0;self-learning;No License;;
2;6;3;1;0;0;0;1;2;0;university-course;No License;;
1;2;633;2;0;0;0;1;1;0;textbook;No License;;
0;0;7;1;0;0;0;1;0;0;teaching-materials university-course;"BSD 2-Clause ""Simplified"" License";;
11;4;11;1;2;0;2;1;11;0;workshop-materials;Other;No License description;
0;2;4;2;2;1;1;2;0;2;training-material;GNU General Public License v3.0;;
3;6;81;3;24;1;23;5;3;1;training-material;GNU General Public License v3.0;;
3;7;69;3;10;0;10;3;3;8;training-material;GNU General Public License v3.0;;
0;1;32;1;0;0;0;2;0;0;teaching-materials;GNU General Public License v3.0;;
0;0;72;1;0;0;0;1;0;0;course-materials;No License;;
0;1;126;1;0;0;0;1;0;0;course-materials;MIT License;;
0;0;5;1;0;0;0;1;0;0;course-materials;No License;;
16;15;49;1;0;0;0;3;16;0;course-materials;No License;;
3;0;27;1;13;0;13;1;3;0;course-materials;Creative Commons Attribution Share Alike 4.0 International;;
6;0;23;1;0;0;0;1;6;0;course-materials;No License;;
1;2;66;1;0;0;0;1;1;0;course-materials;MIT License;;
0;0;93;1;0;0;0;1;0;0;course-materials;MIT License;;
2;1;20;1;1;0;1;3;2;0;course-material;No License;;
2;1;48;1;0;0;0;1;2;0;moocs;No License;;
1;0;20;2;0;0;0;1;1;0;mooc;No License;;
2;2;13;1;0;0;0;1;2;0;presentation-slides;MIT License;;
21;15;352;15;18;1;17;4;21;5;training-materials;No License;;
1;0;34;1;0;0;0;1;1;0;presentation-slides presentation-materials;No License;;
0;0;95;1;0;0;0;1;0;0;presentation-materials presentation-slides;No License;;
4;2;34;2;18;2;16;1;4;3;training-material;GNU General Public License v3.0;;
20;12;283;1;0;0;0;6;20;0;training-materials;No License;;
127;58;28;1;0;0;0;1;127;1;mooc;No License;;
146;23;4124;36;766;13;753;12;146;110;educational-materials;Other;No License description;
0;0;78;1;0;0;0;1;0;0;presentation-slides;No License;;
22;3;317;5;1;0;1;4;22;0;course-materials;No License;;
0;0;54;1;0;0;0;1;0;0;educational-materials;MIT License;;
0;0;35;1;0;0;0;1;0;0;educational-materials;MIT License;;
2;0;3;1;0;0;0;1;2;0;workshop-materials;Apache License 2.0;;
0;0;22;2;1;0;1;1;0;0;learning-exercise teaching-materials;MIT License;;
4;1;5;1;0;0;0;1;4;0;workshop-materials;No License;;
2;2;6;1;2;0;2;2;2;0;self-learning;No License;;
3;1;37;2;0;0;0;1;3;10;workshop-materials;No License;;
0;5;26;2;9;1;8;5;0;3;training-material;GNU General Public License v3.0;;
0;2;4;2;2;1;1;2;0;2;training-material;GNU General Public License v3.0;;
0;2;4;2;1;0;1;2;0;1;training-material;GNU General Public License v3.0;;
0;3;4;2;2;1;1;2;0;2;training-material;GNU General Public License v3.0;;
3;0;20;1;0;0;0;1;3;0;course-materials;No License;;
0;2;16;2;23;0;23;3;0;7;university-course;MIT License;;
101;29;43;1;1;0;1;2;101;0;course-materials;No License;;
6;3;58;1;0;0;0;1;6;0;lecture-slides course-material;No License;;
11;1;196;1;0;0;0;1;11;0;textbook course-material;No License;;
12;14;3;1;0;0;0;0;12;0;textbook;No License;;
0;3;6;2;2;0;2;4;0;2;training-material;GNU General Public License v3.0;;
1;5;32;2;11;1;10;8;1;3;training-material;GNU General Public License v3.0;;
0;0;9;1;0;0;0;1;0;1;presentation-slides;Creative Commons Attribution 4.0 International;;
1;0;2;1;0;0;0;1;1;0;teaching-materials;Creative Commons Attribution 4.0 International;;
5;3;125;1;0;0;0;1;5;0;self-learning;No License;;
0;0;21;1;0;0;0;1;0;0;mooc;No License;;
0;0;5;1;0;0;0;1;0;0;course-materials teaching-materials;No License;;
0;2;14;1;0;0;0;1;0;0;teaching-materials course-materials;No License;;
0;0;24;1;0;0;0;1;0;16;textbook cc-by-sa;No License;;
2;4;56;3;2;0;2;1;2;0;course-material;Creative Commons Zero v1.0 Universal;;
0;0;2;1;0;0;0;1;0;0;training-materials;No License;;
0;0;31;1;0;0;0;1;0;0;mooc;No License;;
4;4;40;1;1;0;1;2;4;0;training-materials;Creative Commons Attribution Share Alike 4.0 International;;
1;0;11;1;0;0;0;1;1;0;textbook course-material;No License;;
0;0;1;2;0;0;0;1;0;0;presentation-slides;No License;;
1;1;12;2;0;0;0;0;1;0;presentation-slides presentation-materials;No License;;
0;0;2;1;0;0;0;1;0;0;lecture-slides;No License;;
1;3;4;1;0;0;0;1;1;0;presentation-slides;No License;;
26;7;10;1;2;0;2;2;26;0;lecture;No License;;
1;0;2;2;0;0;0;1;1;0;teaching-materials;MIT License;;
1;1;10;4;3;0;3;2;1;0;training-materials;MIT License;;
0;0;3;1;0;0;0;1;0;0;teaching-materials;Creative Commons Attribution 4.0 International;;
0;1;32;1;2;0;2;2;0;0;training-materials learning-materials;No License;;
0;0;13;4;0;0;0;1;0;0;presentation-slides;No License;;
12;4;212;3;0;0;0;1;12;0;teaching-materials course-materials;No License;;
9;4;11;1;0;0;0;1;9;0;teaching-materials;No License;;
3;1;4;1;0;0;0;1;3;0;presentation-materials presentation-slides;MIT License;;
2;1;35;2;0;0;0;1;2;0;workshop-materials;Other;No License description;
3;1;46;2;1;0;1;2;3;0;course-materials;No License;;
9;4;169;6;3;0;3;2;9;0;training-materials;MIT License;;
0;0;11;1;0;0;0;1;0;0;workshop-materials;No License;;
17;4;306;2;0;0;0;1;17;0;textbook;Other;No License description;
1;0;4;1;0;0;0;1;1;0;teaching-materials;Other;No License description;
402;124;357;4;6;0;6;2;402;0;open-educational-resources educational-materials educational-resources;Other;No License description;
0;1;10;1;0;0;0;1;0;0;learning-exercise lecture;No License;;
0;0;12;1;0;0;0;1;0;0;educational-materials;No License;;
3;2;141;1;0;0;0;1;3;0;teaching-materials;No License;;
21;12;26;1;0;0;0;2;21;0;lecture;No License;;
0;2;2804;1;1;0;1;3;0;21;oer;Other;No License description;
1;1;23;1;3;0;3;2;1;0;workshop-materials;No License;;
4;0;29;2;0;0;0;1;4;0;training-materials;MIT License;;
1;0;6;1;0;0;0;1;1;0;workshop-materials;GNU General Public License v3.0;;
0;0;29;1;0;0;0;1;0;0;training-materials;No License;;
106;28;83;1;11;0;11;3;106;3;training-materials;No License;;
59;17;1603;5;16;0;16;8;59;7;cc-by-sa;Other;No License description;
0;0;3;1;0;0;0;1;0;0;educational-resources;No License;;
67;26;313;18;86;0;86;6;67;7;teaching-materials;Other;No License description;
1;0;22;1;0;0;0;1;1;0;teaching-materials;MIT License;;
16;50;132;1;0;0;0;8;16;0;course-materials;No License;;
34;21;383;3;9;0;9;8;34;0;teaching-materials;Other;No License description;
4;3;29;1;0;0;0;1;4;0;workshop-materials;MIT License;;
0;0;759;8;0;0;0;16;0;0;textbook;No License;;
18;13;2;1;0;0;0;1;18;0;teaching-materials;GNU General Public License v3.0;;
2;0;19;1;0;0;0;1;2;0;presentation-slides;No License;;
4;7;327;1;5;1;4;3;4;1;workshop-materials;GNU General Public License v3.0;;
0;0;3;1;0;0;0;1;0;0;presentation-materials;No License;;
7;0;23;1;0;0;0;1;7;0;lecture-slides;No License;;
4;3;18;1;0;0;0;1;4;0;online-learning;No License;;
0;1;72;2;2;0;2;5;0;2;lecture;MIT License;;
0;22;23;1;2;0;2;2;0;0;teaching-materials;GNU General Public License v3.0;;
19;5;35;1;0;0;0;1;19;1;textbook cc-by;Other;No License description;
2;2;3;1;0;0;0;1;2;0;mooc;Apache License 2.0;;
0;0;4;1;0;0;0;1;0;0;university-course;No License;;
0;0;4;1;0;0;0;1;0;0;university-course;No License;;
0;1;25;1;0;0;0;1;0;0;university-course;No License;;
2;0;33;3;0;0;0;2;2;0;educational-materials;No License;;
0;0;4;1;0;0;0;1;0;0;training-materials;No License;;
0;0;17;1;0;0;0;1;0;0;educational-materials;No License;;
0;0;64;2;0;0;0;2;0;0;educational-materials;MIT License;;
16;16;8;7;1;0;1;3;16;0;teaching-materials;No License;;
3;9;5;12;0;0;0;2;3;0;teaching-materials;No License;;
3;1;81;1;2;0;2;2;3;0;teaching-materials;Other;No License description;
0;0;2;1;0;0;0;1;0;0;teaching-materials course-materials;MIT License;;
3;0;1;1;0;0;0;1;3;0;workshop-materials;MIT License;;
19;3;39;16;17;0;17;2;19;0;training-materials;No License;;
2;0;479;2;0;0;0;6;2;1;workshop-materials;No License;;
0;3;4;2;2;1;1;2;0;2;training-material;GNU General Public License v3.0;;
2;3;7;2;2;0;2;4;2;2;training-material;GNU General Public License v3.0;;
61;41;3009;5;13;0;13;6;61;13;teaching-materials;Other;No License description;
4;1;132;1;0;0;0;1;4;2;teaching-materials;Other;No License description;
55;12;118;2;13;0;13;4;55;4;training-materials;Eclipse Public License 1.0; a modern royalty-free patent license grant; and the ability for linked works to use other licenses, including commercial ones.
13;5;13;1;0;0;0;1;13;0;course-materials;GNU General Public License v3.0;;
0;0;5;1;0;0;0;0;0;0;educational-materials;No License;;
0;1;53;1;0;0;0;1;0;0;course-materials;No License;;
0;0;3;1;0;0;0;1;0;0;course-materials;No License;;
41832;4039;239;1;123;13;110;65;40000;25;cc-by;Creative Commons Attribution 4.0 International;;
0;0;5;2;0;0;0;1;0;0;course-materials;GNU General Public License v3.0;;
0;0;3;1;0;0;0;1;0;0;educational-materials;MIT License;;
0;0;19;1;0;0;0;1;0;0;workshop-materials;No License;;
0;0;9;3;0;0;0;1;0;0;workshop-materials;No License;;
4;3;497;1;0;0;0;41;4;0;course-materials;Apache License 2.0;;
0;0;4;1;0;0;0;1;0;0;presentation-slides;Creative Commons Attribution 4.0 International;;
0;0;4;1;0;0;0;1;0;0;presentation-slides;No License;;
28;14;28;2;17;0;17;5;28;0;training-materials;Other;No License description;
0;3;90;1;7;0;7;5;0;0;training-materials educational-materials;Other;No License description;
8;4;161;1;9;0;9;2;8;14;workshop-materials;Apache License 2.0;;
0;1;5;1;0;0;0;1;0;0;workshop-materials;No License;;
3;22;975;7;198;12;186;28;3;35;self-learning;MIT License;;
593;187;667;2;240;0;240;80;593;7;self-learning;MIT License;;
6;4;108;2;7;0;7;4;6;0;cc-by;No License;;
0;0;29;1;0;0;0;1;0;0;mooc;No License;;
5;3;68;1;5;1;4;5;5;21;training-materials;Other;No License description;
9;21;98;1;1;0;1;2;9;0;teaching-materials;Creative Commons Attribution 4.0 International;;
3;0;54;1;0;0;0;1;3;0;course-material;Other;No License description;
1;1;10;3;1;0;1;2;1;0;presentation-slides;No License;;
0;1;2;1;0;0;0;0;0;0;course-materials;MIT License;;
0;0;14;1;0;0;0;1;0;0;workshop-materials;No License;;
0;0;21;1;0;0;0;1;0;0;workshop-materials;No License;;
0;0;33;1;0;0;0;1;0;0;workshop-materials;MIT License;;
0;0;5;1;0;0;0;1;0;0;presentation-slides;No License;;
1;12;36;2;11;1;10;6;1;2;training-material;GNU General Public License v3.0;;
0;0;8;1;0;0;0;2;0;0;lecture-material;GNU General Public License v3.0;;
0;0;55;8;9;0;9;2;0;0;lecture;No License;;
6;35;212;31;168;0;168;28;6;7;course-materials;Other;No License description;
4;4;29;12;10;0;10;1;4;1;course-materials;Other;No License description;
1;2;78;10;10;0;10;1;1;4;course-materials;Other;No License description;
1;1;115;3;18;0;18;1;1;0;lecture-material;No License;;
5;3;35;1;2;0;2;1;5;6;teaching-materials;Other;No License description;
